0,0,0
0,0,0
21.83,21.83,21.83
116.54,116.54,116.54
123.47,123.47,123.47
0,0,0
0,0,0
116.54,116.54,116.54
0,0,0
0,0,0
0,0,0
0,0,0
110,110,110
19.45,19.45,19.45
0,0,0
17.32,17.32,17.32
123.47,123.47,123.47
116.54,116.54,116.54
24.5,24.5,24.5
0,0,0
0,0,0
116.54,116.54,116.54
110,110,110
0,0,0
0,0,0
16.35,16.35,16.35
0,0,0
110,110,110
110,110,110
0,0,0
18.35,18.35,18.35
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
18.35,18.35,18.35
123.47,123.47,123.47
0,0,0
16.35,16.35,16.35
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
110,110,110
110,110,110
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
116.54,116.54,116.54
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
20.6,20.6,20.6
18.35,18.35,18.35
20.6,20.6,20.6
0,0,0
18.35,18.35,18.35
110,110,110
20.6,20.6,20.6
20.6,20.6,20.6
110,110,110
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
110,110,110
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
20.6,20.6,20.6
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
110,110,110
20.6,20.6,20.6
20.6,20.6,20.6
0,0,0
20.6,20.6,20.6
0,0,0
116.54,116.54,116.54
0,0,0
0,0,0
123.47,123.47,123.47
17.32,17.32,17.32
110,110,110
18.35,18.35,18.35
0,0,0
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
116.54,116.54,116.54
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
19.45,19.45,19.45
16.35,16.35,16.35
103.83,103.83,103.83
110,110,110
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
19.45,19.45,19.45
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
116.54,116.54,116.54
110,110,110
123.47,123.47,123.47
110,110,110
110,110,110
116.54,116.54,116.54
16.35,16.35,16.35
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
116.54,116.54,116.54
0,0,0
0,0,0
110,110,110
123.47,123.47,123.47
116.54,116.54,116.54
0,0,0
0,0,0
16.35,16.35,16.35
19.45,19.45,19.45
0,0,0
110,110,110
123.47,123.47,123.47
19.45,19.45,19.45
0,0,0
0,0,0
20.6,20.6,20.6
19.45,19.45,19.45
123.47,123.47,123.47
16.35,16.35,16.35
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
20.6,20.6,20.6
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
110,110,110
0,0,0
0,0,0
0,0,0
0,0,0
19.45,19.45,19.45
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
110,110,110
110,110,110
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
110,110,110
103.83,103.83,103.83
110,110,110
0,0,0
110,110,110
0,0,0
0,0,0
0,0,0
0,0,0
103.83,103.83,103.83
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
24.5,24.5,24.5
0,0,0
0,0,0
0,0,0
16.35,16.35,16.35
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
16.35,16.35,16.35
0,0,0
16.35,16.35,16.35
0,0,0
123.47,123.47,123.47
116.54,116.54,116.54
0,0,0
123.47,123.47,123.47
0,0,0
110,110,110
0,0,0
110,110,110
0,0,0
116.54,116.54,116.54
116.54,116.54,116.54
18.35,18.35,18.35
110,110,110
16.35,16.35,16.35
0,0,0
0,0,0
116.54,116.54,116.54
0,0,0
0,0,0
0,0,0
116.54,116.54,116.54
0,0,0
0,0,0
19.45,19.45,19.45
0,0,0
18.35,18.35,18.35
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
110,110,110
18.35,18.35,18.35
0,0,0
116.54,116.54,116.54
0,0,0
17.32,17.32,17.32
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
110,110,110
0,0,0
16.35,16.35,16.35
0,0,0
116.54,116.54,116.54
0,0,0
0,0,0
19.45,19.45,19.45
0,0,0
0,0,0
110,110,110
0,0,0
116.54,116.54,116.54
16.35,16.35,16.35
0,0,0
18.35,18.35,18.35
110,110,110
16.35,16.35,16.35
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
18.35,18.35,18.35
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
18.35,18.35,18.35
123.47,123.47,123.47
18.35,18.35,18.35
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
0,0,0
17.32,17.32,17.32
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
116.54,116.54,116.54
110,110,110
123.47,123.47,123.47
103.83,103.83,103.83
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
19.45,19.45,19.45
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
19.45,19.45,19.45
0,0,0
34.65,34.65,34.65
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
116.54,116.54,116.54
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
25.96,25.96,25.96
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
110,110,110
19.45,19.45,19.45
0,0,0
0,0,0
19.45,19.45,19.45
19.45,19.45,19.45
0,0,0
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
116.54,116.54,116.54
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
110,110,110
0,0,0
19.45,19.45,19.45
110,110,110
19.45,19.45,19.45
110,110,110
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
116.54,116.54,116.54
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
116.54,116.54,116.54
116.54,116.54,116.54
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
116.54,116.54,116.54
123.47,123.47,123.47
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
110,110,110
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
21.83,21.83,21.83
0,0,0
0,0,0
0,0,0
0,0,0
24.5,24.5,24.5
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
116.54,116.54,116.54
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
116.54,116.54,116.54
123.47,123.47,123.47
123.47,123.47,123.47
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
116.54,116.54,116.54
116.54,116.54,116.54
0,0,0
0,0,0
116.54,116.54,116.54
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
116.54,116.54,116.54
116.54,116.54,116.54
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
116.54,116.54,116.54
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
110,110,110
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
19.45,19.45,19.45
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
21.83,21.83,21.83
123.47,123.47,123.47
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
116.54,116.54,116.54
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
123.47,123.47,123.47
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
51.91,51.91,51.91
61.74,61.74,61.74
61.74,61.74,61.74
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
0,0,0
21.83,21.83,21.83
0,0,0
0,0,0
21.83,21.83,21.83
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
110,110,110
29.14,29.14,29.14
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
116.54,116.54,116.54
0,0,0
110,110,110
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
116.54,116.54,116.54
0,0,0
0,0,0
0,0,0
116.54,116.54,116.54
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
116.54,116.54,116.54
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
65.41,65.41,65.41
0,0,0
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
103.83,103.83,103.83
0,0,0
21.83,21.83,21.83
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
123.47,123.47,123.47
21.83,21.83,21.83
0,0,0
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
0,0,0
29.14,29.14,29.14
0,0,0
0,0,0
29.14,29.14,29.14
0,0,0
29.14,29.14,29.14
32.7,32.7,32.7
98,98,98
29.14,29.14,29.14
0,0,0
29.14,29.14,29.14
27.5,27.5,27.5
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
110,110,110
20.6,20.6,20.6
110,110,110
18.35,18.35,18.35
19.45,19.45,19.45
0,0,0
19.45,19.45,19.45
110,110,110
19.45,19.45,19.45
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
116.54,116.54,116.54
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
123.47,123.47,123.47
123.47,123.47,123.47
123.47,123.47,123.47
123.47,123.47,123.47
116.54,116.54,116.54
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
110,110,110
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
27.5,27.5,27.5
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
46.25,46.25,46.25
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
116.54,116.54,116.54
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
20.6,20.6,20.6
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
110,110,110
123.47,123.47,123.47
123.47,123.47,123.47
19.45,19.45,19.45
19.45,19.45,19.45
123.47,123.47,123.47
19.45,19.45,19.45
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
0,0,0
123.47,123.47,123.47
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
123.47,123.47,123.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
